family,final_train_loss,val_loss,identity_gap
D3,0.021528132259845734,0.01995072024874389,3.2895684242248535
D4,0.21594023704528809,0.198804865591228,6.8203535079956055
D1,0.19787007570266724,0.2021993137896061,6.917518615722656
D2,0.2886626720428467,0.2926861345767975,6.678988456726074
